id,text,favorite_count,created_at,author,language,retweet_count,media,view_count,replies,,
1.76993500420787E+018,"SSC is time tested department having integrity ,professionalism ,credibility and successfully conducted  thousands of examinations .
Don’t blame your incompetence to the SSC @SSCorg_in .
#Meitei community stop sending your youth to attack #Kuki villages.
STUDY HARD don’t think… https://t.co/WdPNJxUJ3C",48,Tue Mar 19 03:52:43 +0000 2024,Astor Kukizo,en,27,"[{'display_url': 'pic.twitter.com/WdPNJxUJ3C', 'expanded_url': 'https://twitter.com/Khulkonns_3382/status/1769935004207866068/photo/1', 'id_str': '1769934990291214336', 'indices': [279, 302], 'media_key': '3_1769934990291214336', 'media_url_https': 'https://pbs.twimg.com/media/GJASfwPXoAA3v0z.jpg', 'type': 'photo', 'url': 'https://t.co/WdPNJxUJ3C', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1636, 'w': 1170, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 858, 'resize': 'fit'}, 'small': {'h': 680, 'w': 486, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1636, 'width': 1170, 'focus_rects': [{'x': 0, 'y': 0, 'w': 1170, 'h': 655}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1170}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1334}, {'x': 204, 'y': 0, 'w': 818, 'h': 1636}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1636}]}}, {'display_url': 'pic.twitter.com/WdPNJxUJ3C', 'expanded_url': 'https://twitter.com/Khulkonns_3382/status/1769935004207866068/photo/1', 'id_str': '1769934990299537408', 'indices': [279, 302], 'media_key': '3_1769934990299537408', 'media_url_https': 'https://pbs.twimg.com/media/GJASfwRWoAAwncI.jpg', 'type': 'photo', 'url': 'https://t.co/WdPNJxUJ3C', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1581, 'w': 1170, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 888, 'resize': 'fit'}, 'small': {'h': 680, 'w': 503, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1581, 'width': 1170, 'focus_rects': [{'x': 0, 'y': 926, 'w': 1170, 'h': 655}, {'x': 0, 'y': 411, 'w': 1170, 'h': 1170}, {'x': 0, 'y': 247, 'w': 1170, 'h': 1334}, {'x': 276, 'y': 0, 'w': 791, 'h': 1581}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1581}]}}, {'display_url': 'pic.twitter.com/WdPNJxUJ3C', 'expanded_url': 'https://twitter.com/Khulkonns_3382/status/1769935004207866068/photo/1', 'id_str': '1769934990295355392', 'indices': [279, 302], 'media_key': '3_1769934990295355392', 'media_url_https': 'https://pbs.twimg.com/media/GJASfwQW0AALqt-.jpg', 'type': 'photo', 'url': 'https://t.co/WdPNJxUJ3C', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 349, 'y': 531, 'h': 108, 'w': 108}]}, 'medium': {'faces': [{'x': 229, 'y': 349, 'h': 70, 'w': 70}]}, 'small': {'faces': [{'x': 130, 'y': 197, 'h': 40, 'w': 40}]}, 'orig': {'faces': [{'x': 349, 'y': 531, 'h': 108, 'w': 108}]}}, 'sizes': {'large': {'h': 1825, 'w': 1170, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 769, 'resize': 'fit'}, 'small': {'h': 680, 'w': 436, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1825, 'width': 1170, 'focus_rects': [{'x': 0, 'y': 357, 'w': 1170, 'h': 655}, {'x': 0, 'y': 99, 'w': 1170, 'h': 1170}, {'x': 0, 'y': 17, 'w': 1170, 'h': 1334}, {'x': 129, 'y': 0, 'w': 913, 'h': 1825}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1825}]}}]",2377,"[<Tweet id=""1769942312703189221"">, <Tweet id=""1769956571856154888"">, <Tweet id=""1769964827282153600"">, <Tweet id=""1769961065478074425"">, <Tweet id=""1769958669805134027"">, <Tweet id=""1770012151601918108"">, <Tweet id=""1769955084673167536"">, <Tweet id=""1769955204668023083"">, <Tweet id=""1769986241330905438"">]",,
1.77004728819661E+018,"Who are the Native Kuki Citizens of Manipur #Kuki #Thadou #Khongjai
https://t.co/xNnTsxuPRC https://t.co/fc0t2kVclL",1,Tue Mar 19 11:18:54 +0000 2024,Vir Bhadra Yumnam,en,0,"[{'display_url': 'pic.twitter.com/fc0t2kVclL', 'expanded_url': 'https://twitter.com/virbhadrayumnam/status/1770047288196608070/video/1', 'id_str': '1770047186312499202', 'indices': [92, 115], 'media_key': '7_1770047186312499202', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1770047186312499202/pu/img/RyEY_REpo_6M3IXl.jpg', 'type': 'video', 'url': 'https://t.co/fc0t2kVclL', 'additional_media_info': {'monetizable': False}, 'ext_media_availability': {'status': 'Available'}, 'sizes': {'large': {'h': 1280, 'w': 720, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 675, 'resize': 'fit'}, 'small': {'h': 680, 'w': 383, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1280, 'width': 720, 'focus_rects': []}, 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 28458, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1770047186312499202/pu/pl/H1x1NhwM87ZQiemx.m3u8?tag=12&container=cmaf'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1770047186312499202/pu/vid/avc1/320x568/jEQio3yWdmKapV_x.mp4?tag=12'}, {'bitrate': 950000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1770047186312499202/pu/vid/avc1/480x852/qp46QhLHukDlZXTQ.mp4?tag=12'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1770047186312499202/pu/vid/avc1/720x1280/uAfgf7MXUrM3TZXQ.mp4?tag=12'}]}}]",15,[],,
1.77001841471668E+018,"#Kuki_ZoEngineeredViolence 
#Kuki #Leaders enjoining
#Greedy ppl",0,Tue Mar 19 09:24:10 +0000 2024,Bemtre,en,0,,14,"[<Tweet id=""1769739823890252281"">]",,
1.76759355037028E+018,"AFMCP Online enhances how you practice medicine, providing a new paradigm for addressing chronic, systemic illness.",708,Tue Mar 12 16:48:37 +0000 2024,The Institute for Functional Medicine (IFM),en,8,,140806,"[<Tweet id=""1768209121658929389"">, <Tweet id=""1769660439162409129"">, <Tweet id=""1769959988729131515"">, <Tweet id=""1767876389716303959"">, <Tweet id=""1768232309679956409"">, <Tweet id=""1767606905600455139"">, <Tweet id=""1769980213188857994"">]",,
1.77001592574539E+018,@IndiaTodayNE #kuki fam 😅,1,Tue Mar 19 09:14:16 +0000 2024,Tutya Thiyam,und,0,,17,[],,
1.77000835705254E+018,"#kuki who claimed themselves as Indian but still don't know what Indian flag looks like, even after so many blunders they've made with regards to the Indian flag in the last 10 months.
#Kukis are illegal immigrants
#Indian Flag",5,Tue Mar 19 08:44:12 +0000 2024,Nong,en,1,,142,[],,
1.7700033685026E+018,"Sahurda Sahibe Seher izlemek inşallah orucumuzu zedelemez , amin 😂😂😂 #KuKi @onlygibi https://t.co/3lcUJA3szA",0,Tue Mar 19 08:24:22 +0000 2024,Dilay🌈🌳🐈‍⬛🌙,tr,0,"[{'display_url': 'pic.twitter.com/3lcUJA3szA', 'expanded_url': 'https://twitter.com/uyanaykiz/status/1770003368502595745/photo/1', 'id_str': '1770003363817521152', 'indices': [85, 108], 'media_key': '3_1770003363817521152', 'media_url_https': 'https://pbs.twimg.com/media/GJBQrneXAAAFYIm.jpg', 'type': 'photo', 'url': 'https://t.co/3lcUJA3szA', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 2048, 'w': 1536, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 900, 'resize': 'fit'}, 'small': {'h': 680, 'w': 510, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 2048, 'width': 1536, 'focus_rects': [{'x': 0, 'y': 133, 'w': 1536, 'h': 860}, {'x': 0, 'y': 0, 'w': 1536, 'h': 1536}, {'x': 0, 'y': 0, 'w': 1536, 'h': 1751}, {'x': 460, 'y': 0, 'w': 1024, 'h': 2048}, {'x': 0, 'y': 0, 'w': 1536, 'h': 2048}]}}]",31,"[<Tweet id=""1770003934070878332"">, <Tweet id=""1770015674372428035"">]",,
1.76999583977725E+018,Stict actions must be taken against #Meitei for practicing &amp, preparing strategies. Why dont they shatter their genocidal agenda against #Kuki. Work for peace not practice for wars &amp, fights #MeiteiWarCrimes #กพ67 #KateGate #KateMiddleton #KingCharles #bachelor #MAFSAU #bloodbath,10,Tue Mar 19 07:54:27 +0000 2024,Sushma Sharma,en,9,,1742,[]
1.76998429452764E+018,"@lk_zougam @PTI_News @UN @PMOIndia @HMOIndia @htTweets @INCIndia @ndtv @BBCWorld @MIB_India @boomlive_in @QuintFactCheck What happened to the lost tribe of Israel wala kahani ? 🧐🧐🙄

#Kuki",0,Tue Mar 19 07:08:35 +0000 2024,Manipuri_Indian,en,0,,10,[],,
1.76997862314489E+018,"Manipur
🔸Location: Kadangband near Singda Dam https://t.co/P09po8uNMe
🔸Militants: #Kuki Militants with sophisticated weapons.
🔸Date: March 18, 2024 (afternoon)

Visuals of how armed Kukis gathered around the Meitei village.

@adgpi @PIBHomeAffairs @UN_OCT @UN @VladAdiReturns https://t.co/r4JlJkITWv",20,Tue Mar 19 06:46:03 +0000 2024,Johnson,en,14,"[{'display_url': 'pic.twitter.com/r4JlJkITWv', 'expanded_url': 'https://twitter.com/johnson63866214/status/1769978623144890860/video/1', 'id_str': '1769975532421091328', 'indices': [276, 299], 'media_key': '7_1769975532421091328', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1769975532421091328/pu/img/Hy8oAoa5e6AHFtb2.jpg', 'type': 'video', 'url': 'https://t.co/r4JlJkITWv', 'additional_media_info': {'monetizable': False}, 'ext_media_availability': {'status': 'Available'}, 'sizes': {'large': {'h': 360, 'w': 640, 'resize': 'fit'}, 'medium': {'h': 360, 'w': 640, 'resize': 'fit'}, 'small': {'h': 360, 'w': 640, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 360, 'width': 640, 'focus_rects': []}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 23848, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1769975532421091328/pu/pl/d_Vmb6lO2smY7ZJa.m3u8?tag=12&container=cmaf'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1769975532421091328/pu/vid/avc1/480x270/U4f42aQrvlFt6cWP.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1769975532421091328/pu/vid/avc1/640x360/DDpG861ViTMzCueC.mp4?tag=12'}]}}]",497,"[<Tweet id=""1770014246522454377"">]",,
1.76996746964783E+018,"The #Kuki #narcoterrorists, armed with sophisticated weaponry purchased through drug funds, are once again posing a threat to the people of the Sinda area. Urgent intervention from intelligence agencies is required to counter these ongoing threats effectively. #ManipurViolence https://t.co/5gCnw3xLDR",0,Tue Mar 19 06:01:43 +0000 2024,Christopher Hijam,en,0,"[{'display_url': 'pic.twitter.com/5gCnw3xLDR', 'expanded_url': 'https://twitter.com/ChristopherHij2/status/1769967469647831112/video/1', 'id_str': '1769967356275523584', 'indices': [278, 301], 'media_key': '7_1769967356275523584', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1769967356275523584/pu/img/yaAB46FKteuaCM76.jpg', 'type': 'video', 'url': 'https://t.co/5gCnw3xLDR', 'additional_media_info': {'monetizable': False}, 'ext_media_availability': {'status': 'Available'}, 'sizes': {'large': {'h': 320, 'w': 568, 'resize': 'fit'}, 'medium': {'h': 320, 'w': 568, 'resize': 'fit'}, 'small': {'h': 320, 'w': 568, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 320, 'width': 568, 'focus_rects': []}, 'video_info': {'aspect_ratio': [71, 40], 'duration_millis': 23882, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1769967356275523584/pu/pl/Dd59bbrO9iMiLXZM.m3u8?tag=12&container=cmaf'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1769967356275523584/pu/vid/avc1/478x270/HV8674mp97Lat6ri.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1769967356275523584/pu/vid/avc1/568x320/JsVgioLXK5o0iSP-.mp4?tag=12'}]}}]",96,"[<Tweet id=""1769967472675786840"">]",,
1.76994043652776E+018,"Now the truth is revealed!
Undoubtedly, #Kuki influenced the alleged error found in the CAPF Constable GD results. Similar incidents have occurred before like altering place names and exam outcomes.
With the intervention of the #Manipur Government, this mistake will be corrected. https://t.co/RrFDFWQzWS",11,Tue Mar 19 04:14:18 +0000 2024,Yumnam Evelyn,en,6,"[{'display_url': 'pic.twitter.com/RrFDFWQzWS', 'expanded_url': 'https://twitter.com/yumnamevelyn/status/1769940436527763791/photo/1', 'id_str': '1769937920423518209', 'indices': [281, 304], 'media_key': '3_1769937920423518209', 'media_url_https': 'https://pbs.twimg.com/media/GJAVKT1WYAE60AK.jpg', 'type': 'photo', 'url': 'https://t.co/RrFDFWQzWS', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1290, 'w': 967, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 900, 'resize': 'fit'}, 'small': {'h': 680, 'w': 510, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1290, 'width': 967, 'focus_rects': [{'x': 0, 'y': 0, 'w': 967, 'h': 542}, {'x': 0, 'y': 0, 'w': 967, 'h': 967}, {'x': 0, 'y': 0, 'w': 967, 'h': 1102}, {'x': 161, 'y': 0, 'w': 645, 'h': 1290}, {'x': 0, 'y': 0, 'w': 967, 'h': 1290}]}}]",261,[],,
1.75518083318537E+018,"“Dude! Trading Busters is 🔥🔥🔥”
We are — and we’re just getting started. 😎

It’s a total game-changer, and you’ll see why. ✅

Head over to YouTube right now and get ready to revolutionize the way you trade and win! 🎥",846,Wed Feb 07 10:44:54 +0000 2024,Trading Busters,en,30,,1108195,[],,
1.7699456353469E+018,"Thanks to the timely intervention of Hon'ble CM @NBirenSingh, the SSC recruitment results have been invalidated, and new results will  announce shortly. Therefore, the ineligible #Kuki candidate will not succeed on this occasion. @Manipur12345 @SSCorg_in @Sana10Meitei #Manipur https://t.co/Az4rmdWiwf",16,Tue Mar 19 04:34:58 +0000 2024,Christopher Hijam,en,6,"[{'display_url': 'pic.twitter.com/Az4rmdWiwf', 'expanded_url': 'https://twitter.com/ChristopherHij2/status/1769945635346899131/photo/1', 'id_str': '1769945624844054529', 'indices': [278, 301], 'media_key': '3_1769945624844054529', 'media_url_https': 'https://pbs.twimg.com/media/GJAcKxCWMAEAOK7.jpg', 'type': 'photo', 'url': 'https://t.co/Az4rmdWiwf', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1290, 'w': 1080, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 1005, 'resize': 'fit'}, 'small': {'h': 680, 'w': 569, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1290, 'width': 1080, 'focus_rects': [{'x': 0, 'y': 0, 'w': 1080, 'h': 605}, {'x': 0, 'y': 0, 'w': 1080, 'h': 1080}, {'x': 0, 'y': 0, 'w': 1080, 'h': 1231}, {'x': 226, 'y': 0, 'w': 645, 'h': 1290}, {'x': 0, 'y': 0, 'w': 1080, 'h': 1290}]}}, {'display_url': 'pic.twitter.com/Az4rmdWiwf', 'expanded_url': 'https://twitter.com/ChristopherHij2/status/1769945635346899131/photo/1', 'id_str': '1769945624974180352', 'indices': [278, 301], 'media_key': '3_1769945624974180352', 'media_url_https': 'https://pbs.twimg.com/media/GJAcKxhXwAAGOAk.jpg', 'type': 'photo', 'url': 'https://t.co/Az4rmdWiwf', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1024, 'w': 770, 'resize': 'fit'}, 'medium': {'h': 1024, 'w': 770, 'resize': 'fit'}, 'small': {'h': 680, 'w': 511, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1024, 'width': 770, 'focus_rects': [{'x': 0, 'y': 424, 'w': 770, 'h': 431}, {'x': 0, 'y': 254, 'w': 770, 'h': 770}, {'x': 0, 'y': 146, 'w': 770, 'h': 878}, {'x': 0, 'y': 0, 'w': 512, 'h': 1024}, {'x': 0, 'y': 0, 'w': 770, 'h': 1024}]}}]",419,"[<Tweet id=""1768993030227312870"">]",,
1.76994395635024E+018,"@Khulkonns_3382 🤡
Don’t blame your incompetence on others.
🤡
#kuki community stop sending your youth to attack #meitei villages.
🤡
STUDY HARD, don’t think you can get away with forgery all the time.",1,Tue Mar 19 04:28:17 +0000 2024,Ta Tomba,en,0,,39,[],,
1.76994586483407E+018,"#Kuki_Zo community continuously face silently the Manipur government open war against the #Kuki even in recruitment process.
Please look at the recent recruitment 08/03/24 and 11/03/24 ,PHED department recruitment for filling up of 91(ninety one) posts of Section Officer Grade-1… https://t.co/FoqVafj8C7",48,Tue Mar 19 04:35:52 +0000 2024,Astor Kukizo,en,36,"[{'display_url': 'pic.twitter.com/FoqVafj8C7', 'expanded_url': 'https://twitter.com/Khulkonns_3382/status/1769945864834072875/photo/1', 'id_str': '1769945828523671552', 'indices': [281, 304], 'media_key': '3_1769945828523671552', 'media_url_https': 'https://pbs.twimg.com/media/GJAcWnzWgAAfWkA.jpg', 'type': 'photo', 'url': 'https://t.co/FoqVafj8C7', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 83, 'y': 366, 'h': 118, 'w': 118}]}, 'medium': {'faces': [{'x': 58, 'y': 257, 'h': 83, 'w': 83}]}, 'small': {'faces': [{'x': 33, 'y': 145, 'h': 46, 'w': 46}]}, 'orig': {'faces': [{'x': 83, 'y': 366, 'h': 118, 'w': 118}]}}, 'sizes': {'large': {'h': 1706, 'w': 1170, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 823, 'resize': 'fit'}, 'small': {'h': 680, 'w': 466, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1706, 'width': 1170, 'focus_rects': [{'x': 0, 'y': 0, 'w': 1170, 'h': 655}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1170}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1334}, {'x': 128, 'y': 0, 'w': 853, 'h': 1706}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1706}]}}, {'display_url': 'pic.twitter.com/FoqVafj8C7', 'expanded_url': 'https://twitter.com/Khulkonns_3382/status/1769945864834072875/photo/1', 'id_str': '1769945828561432576', 'indices': [281, 304], 'media_key': '3_1769945828561432576', 'media_url_https': 'https://pbs.twimg.com/media/GJAcWn8WsAAOKWN.jpg', 'type': 'photo', 'url': 'https://t.co/FoqVafj8C7', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1658, 'w': 1156, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 837, 'resize': 'fit'}, 'small': {'h': 680, 'w': 474, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1658, 'width': 1156, 'focus_rects': [{'x': 0, 'y': 961, 'w': 1156, 'h': 647}, {'x': 0, 'y': 502, 'w': 1156, 'h': 1156}, {'x': 0, 'y': 340, 'w': 1156, 'h': 1318}, {'x': 41, 'y': 0, 'w': 829, 'h': 1658}, {'x': 0, 'y': 0, 'w': 1156, 'h': 1658}]}}, {'display_url': 'pic.twitter.com/FoqVafj8C7', 'expanded_url': 'https://twitter.com/Khulkonns_3382/status/1769945864834072875/photo/1', 'id_str': '1769945828548833280', 'indices': [281, 304], 'media_key': '3_1769945828548833280', 'media_url_https': 'https://pbs.twimg.com/media/GJAcWn5WcAA0Daf.jpg', 'type': 'photo', 'url': 'https://t.co/FoqVafj8C7', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1621, 'w': 1141, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 845, 'resize': 'fit'}, 'small': {'h': 680, 'w': 479, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1621, 'width': 1141, 'focus_rects': [{'x': 0, 'y': 775, 'w': 1141, 'h': 639}, {'x': 0, 'y': 480, 'w': 1141, 'h': 1141}, {'x': 0, 'y': 320, 'w': 1141, 'h': 1301}, {'x': 330, 'y': 0, 'w': 811, 'h': 1621}, {'x': 0, 'y': 0, 'w': 1141, 'h': 1621}]}}, {'display_url': 'pic.twitter.com/FoqVafj8C7', 'expanded_url': 'https://twitter.com/Khulkonns_3382/status/1769945864834072875/photo/1', 'id_str': '1769945828557266944', 'indices': [281, 304], 'media_key': '3_1769945828557266944', 'media_url_https': 'https://pbs.twimg.com/media/GJAcWn7XIAAMwK4.jpg', 'type': 'photo', 'url': 'https://t.co/FoqVafj8C7', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 1636, 'w': 1170, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 858, 'resize': 'fit'}, 'small': {'h': 680, 'w': 486, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1636, 'width': 1170, 'focus_rects': [{'x': 0, 'y': 0, 'w': 1170, 'h': 655}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1170}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1334}, {'x': 204, 'y': 0, 'w': 818, 'h': 1636}, {'x': 0, 'y': 0, 'w': 1170, 'h': 1636}]}}]",1800,"[<Tweet id=""1769956551605764224"">, <Tweet id=""1770032055361183955"">, <Tweet id=""1764589098574970938"">, <Tweet id=""1769976519454290223"">, <Tweet id=""1770000098153697301"">, <Tweet id=""1769997207867204081"">, <Tweet id=""1770034302467899867"">, <Tweet id=""1769967361845875016"">, <Tweet id=""1770002076153901062"">, <Tweet id=""1769980251436691590"">, <Tweet id=""1769966497391161602"">]",,
